"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl","gene_symbol","classification"
"ENSG00000077327.16",13.0993945190509,1.14028101520152,0.29525107082118,3.85814957108828,0.000114248727103245,0.00485233439403795,"ENSG00000077327","SPAG6","Upregulated"
"ENSG00000077348.9",869.030718009803,-0.458488538302756,0.14887947030257,-3.0796128814866,0.00207269808774826,0.0317414975286679,"ENSG00000077348","EXOSC5","Downregulated"
"ENSG00000077713.19",655.031742793395,0.567070972215897,0.163694571929527,3.4642022965503,0.000531806416381401,0.0130577337424802,"ENSG00000077713","SLC25A43","Upregulated"
"ENSG00000078018.20",13960.7910210389,-0.593961965959843,0.193303731707756,-3.0727116238961,0.00212123367431044,0.0322541540183562,"ENSG00000078018","MAP2","Downregulated"
"ENSG00000078043.16",1588.4812665776,-0.246604057844247,0.0794501808507128,-3.10387402548958,0.00191004639082891,0.0302230823372057,"ENSG00000078043","PIAS2","Downregulated"
"ENSG00000078098.14",234.278518906487,1.57327821167364,0.282955941950846,4.14514438589012,3.39599656497448e-05,0.00219204804936658,"ENSG00000078098","FAP","Upregulated"
"ENSG00000078114.19",2363.80885353391,1.08657349952395,0.226665549129161,4.79410535907665,1.63402385835999e-06,0.000283215060074708,"ENSG00000078114","NEBL","Upregulated"
"ENSG00000078804.13",5655.27027438244,0.550773355970392,0.181196866446711,3.03964580591372,0.00236856521711064,0.0344429815882942,"ENSG00000078804","TP53INP2","Upregulated"
"ENSG00000079101.16",23.9659633014469,0.980587436729039,0.282948886134455,3.4635069286857,0.00053318286330704,0.0130618357397531,"ENSG00000079101","CLUL1","Upregulated"
"ENSG00000079112.10",9.13992983393294,0.92309255861713,0.285117796175193,3.23229032364725,0.00122802220954645,0.0227297814526237,"ENSG00000079112","CDH17","Upregulated"
"ENSG00000079462.8",1627.31628668619,-0.637637911597906,0.164550322582724,-3.87505525928794,0.000106600506079741,0.00459915996374248,"ENSG00000079462","PAFAH1B3","Downregulated"
"ENSG00000079616.13",1453.29790739455,-0.647455254622249,0.141985083587079,-4.55999098857891,5.11558159652987e-06,0.000603900449495859,"ENSG00000079616","KIF22","Downregulated"
"ENSG00000079689.14",31.180737894867,-0.589168977706726,0.347753453292406,-3.25318445092012,0.00114119394052385,0.0216437067087968,"ENSG00000079689","SCGN","Downregulated"
"ENSG00000080031.10",150.276100209711,0.909673378395354,0.27082209678026,3.35914124111923,0.000781850957975777,0.0168903465237058,"ENSG00000080031","PTPRH","Upregulated"
"ENSG00000080166.16",204.023082264568,-1.21597267450556,0.306253057585748,-3.97557813721904,7.02084867868818e-05,0.00358637389489719,"ENSG00000080166","DCT","Downregulated"
"ENSG00000080371.6",2756.76178879359,0.260132731956513,0.0771982933292337,3.3696653440298,0.000752595243198307,0.0165444049613645,"ENSG00000080371","RAB21","Upregulated"
"ENSG00000080511.5",1.62198881884544,1.28709182153578,0.327175494361565,3.85843413627437,0.00011411581097541,0.00485233439403795,"ENSG00000080511","RDH8","Upregulated"
"ENSG00000080572.13",5.30802197180555,1.9759749437946,0.355385385682164,5.68291645026887,1.32416967651148e-08,1.2637829716206e-05,"ENSG00000080572","DNAAF6","Upregulated"
"ENSG00000080644.16",28.357396110597,-0.929580386160827,0.306218154618568,-3.03778202365658,0.00238326278285892,0.034539456038678,"ENSG00000080644","CHRNA3","Downregulated"
"ENSG00000080709.16",435.600157347513,0.696604369167533,0.234531543095973,2.97024655356816,0.00297560825886428,0.0395494741321123,"ENSG00000080709","KCNN2","Upregulated"
