"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl","gene_symbol","classification"
"ENSG00000103495.14",911.51496802144,-0.689100626728064,0.129484514079795,-5.32183326260087,1.02726708349504e-07,4.77455176161618e-05,"ENSG00000103495","MAZ","Downregulated"
"ENSG00000103534.17",7.41842511079159,0.142521400478806,0.246741438326548,3.18257111817326,0.0014597366177922,0.0252420408913774,"ENSG00000103534","TMC5","Upregulated"
"ENSG00000103550.14",609.705268960906,-0.360962745639524,0.0847663195081074,-4.25827654306382,2.06009004905124e-05,0.00155596473855923,"ENSG00000103550","KNOP1","Downregulated"
"ENSG00000104043.15",290.642859353457,0.618168807690693,0.189439826165593,3.26319202543853,0.00110164847591666,0.0211670873289951,"ENSG00000104043","ATP8B4","Upregulated"
"ENSG00000104055.16",104.332567318897,0.939510369806636,0.304095242271443,3.09081159115085,0.00199610248034655,0.0310441560545597,"ENSG00000104055","TGM5","Upregulated"
"ENSG00000104147.9",64.7179223078427,-0.598285487987181,0.190618432342998,-3.13928611626029,0.00169359998092577,0.0279639842665525,"ENSG00000104147","OIP5","Downregulated"
"ENSG00000104321.11",4.44277115339372,1.19812292012372,0.352179666414279,3.40711823326295,0.00065652680874856,0.0150850240309008,"ENSG00000104321","TRPA1","Upregulated"
"ENSG00000104324.16",1928.99527871966,0.502757215173067,0.169548114532779,2.96529658405044,0.00302391249558347,0.0398733580387293,"ENSG00000104324","CPQ","Upregulated"
"ENSG00000104332.12",308.617237671208,1.10362939009358,0.302761370557702,-3.34298480917441,0.000828824368888789,0.0175758830983949,"ENSG00000104332","SFRP1","Upregulated"
"ENSG00000104412.8",1502.70998244042,0.24415722812504,0.0749623973757643,3.25705145043792,0.00112576025709268,0.0214590677425836,"ENSG00000104412","EMC2","Upregulated"
"ENSG00000104450.13",564.862268141685,0.967981994279237,0.198734223294532,4.87064091029947,1.11236838535698e-06,0.000217290574930648,"ENSG00000104450","SPAG1","Upregulated"
"ENSG00000104537.17",21.845627741368,0.94814456669958,0.293296644885728,3.2329170753059,0.00122533125536083,0.0227047480839443,"ENSG00000104537","ANXA13","Upregulated"
"ENSG00000104738.18",4295.8116127197,-0.406921506050966,0.142812750344169,-2.84934516176852,0.00438093241450747,0.0499382088908253,"ENSG00000104738","MCM4","Downregulated"
"ENSG00000104824.17",6299.84816573805,-0.295428258290349,0.0768888730286021,-3.84227552528524,0.000121898884085502,0.00502079401003264,"ENSG00000104824","HNRNPL","Downregulated"
"ENSG00000104835.15",81.3583503781691,-0.446697977250347,0.15110959732247,-2.95571867159682,0.00311941481739706,0.0408274348754477,"ENSG00000104835","SARS2","Downregulated"
"ENSG00000104886.12",2205.88257905487,-0.315691875924086,0.108852071912013,-2.90019016114051,0.00372936334418733,0.0454203736293489,"ENSG00000104886","PLEKHJ1","Downregulated"
"ENSG00000104889.7",3.92198865178479,-0.686158044573867,0.225033929497953,-3.04337810645543,0.00233938193437747,0.0341012966953371,"ENSG00000104889","RNASEH2A","Downregulated"
"ENSG00000104897.10",3055.263707249,-0.402412517422713,0.127782646590104,-3.14919038979163,0.00163723491972358,0.0272433346658777,"ENSG00000104897","SF3A2","Downregulated"
"ENSG00000104915.15",2584.04417466348,-0.343176744507568,0.109626762142401,-3.13040868595066,0.0017456326063377,0.0285097428294218,"ENSG00000104915","STX10","Downregulated"
"ENSG00000104918.8",19.3753414314534,1.03876468141705,0.333697543983442,3.12209215086349,0.00179570721582258,0.0289329827331757,"ENSG00000104918","RETN","Upregulated"
"ENSG00000104960.15",1867.44472790993,-0.395315977271327,0.137757990642508,-2.86963025874265,0.0041095202790116,0.0481558569878467,"ENSG00000104960","PTOV1","Downregulated"
"ENSG00000104969.11",6890.24669031286,-0.301678525473285,0.102453786106443,-2.9445319835689,0.00323443514454978,0.0417317288336167,"ENSG00000104969","SGTA","Downregulated"
"ENSG00000104972.15",552.186917862755,0.645755770750717,0.215070289598699,3.0025638239787,0.00267715830011289,0.0369034181013062,"ENSG00000104972","LILRB1","Upregulated"
"ENSG00000105011.9",988.424496724508,-0.65337292155976,0.185558605793421,-3.52118360894094,0.000429625023162783,0.0114103687506962,"ENSG00000105011","ASF1B","Downregulated"
"ENSG00000105048.17",104.600974374594,1.35558371757913,0.319509080513511,4.25371366606424,2.10254124725593e-05,0.00157367246561888,"ENSG00000105048","TNNT1","Upregulated"
"ENSG00000105255.11",1158.52650762653,-0.556715328178503,0.176476637105383,-3.15459033325088,0.00160723613598294,0.0269376391657229,"ENSG00000105255","FSD1","Downregulated"
"ENSG00000105261.7",3.88931384629091,-0.694004833504298,0.226192585396459,-3.0580659354039,0.00222770553951708,0.0331482474511314,"ENSG00000105261","OVOL3","Downregulated"
"ENSG00000105352.10",33.0445311420523,0.933954550960875,0.277742503183353,3.36400721554023,0.000768195347930162,0.01675990815891,"ENSG00000105352","CEACAM4","Upregulated"
"ENSG00000105369.10",22.5892100426999,0.759689280640838,0.260019655804099,2.92144211871261,0.00348415008948421,0.0437305317845057,"ENSG00000105369","CD79A","Upregulated"
"ENSG00000105486.14",1310.99600595902,-0.511968064544941,0.156615359873778,-3.26894677080392,0.00107948607047999,0.0208974203918024,"ENSG00000105486","LIG1","Downregulated"
"ENSG00000105519.18",1291.00563975287,0.99897608896177,0.276579823266414,3.61308561123339,0.000302574746546991,0.00901982774352598,"ENSG00000105519","CAPS","Upregulated"
"ENSG00000105568.18",14639.6880622546,-0.398555843019326,0.0965929806989705,-4.12613756115746,3.68906656082116e-05,0.0023093248606727,"ENSG00000105568","PPP2R1A","Downregulated"
"ENSG00000105655.19",1614.43779972992,-0.486689632090456,0.155485475554158,-3.13012460955559,0.00174732165801314,0.0285097428294218,"ENSG00000105655","ISYNA1","Downregulated"
"ENSG00000105671.12",3322.46104087202,-0.523020269756608,0.114455210547199,-4.56964319454639,4.88555264943864e-06,0.000584473807375554,"ENSG00000105671","DDX49","Downregulated"
"ENSG00000105676.14",2161.63817719791,-0.46036064980207,0.119798378304946,-3.84279295714767,0.000121642081604724,0.00501710841391697,"ENSG00000105676","ARMC6","Downregulated"
"ENSG00000105792.19",170.032558980085,0.652477264506561,0.212815188301195,3.06560916625331,0.00217227061660001,0.0326657645129143,"ENSG00000105792","CFAP69","Upregulated"
"ENSG00000105825.14",209.172529654053,1.41485625107505,0.325116546276289,4.3671356279822,1.2588656232269e-05,0.00112009156416791,"ENSG00000105825","TFPI2","Upregulated"
"ENSG00000105829.13",1181.75647914345,0.569568662940303,0.161808366522999,3.52000905994076,0.000431532057916169,0.0114306437779296,"ENSG00000105829","BET1","Upregulated"
"ENSG00000105852.11",47.1146893629944,0.831543978886586,0.270257326765774,3.07811683266425,0.00208313227684239,0.0318524841005197,"ENSG00000105852","PON3","Upregulated"
"ENSG00000105929.16",40.3264593876074,-1.32187551898188,0.358951308238959,-3.79980463427086,0.000144810203051309,0.00561724959701616,"ENSG00000105929","ATP6V0A4","Downregulated"
"ENSG00000105948.13",637.495179276758,0.443666340769815,0.136540319444861,3.24928331378809,0.00115696185584046,0.0218135849538948,"ENSG00000105948","IFT56","Upregulated"
"ENSG00000105971.15",1855.08163127028,0.911083177664416,0.238213185978885,3.82495126333845,0.0001307979588705,0.00526409999167246,"ENSG00000105971","CAV2","Upregulated"
"ENSG00000105974.13",5324.15478439171,0.823653666806144,0.263427365334751,3.12716135790602,0.00176503026651831,0.0286542677539532,"ENSG00000105974","CAV1","Upregulated"
"ENSG00000105989.10",63.2268765038067,0.968599677888566,0.340061227672817,5.13794317408476,2.77761841954936e-07,8.76704087475658e-05,"ENSG00000105989","WNT2","Upregulated"
"ENSG00000105996.7",101.981387589931,-1.05449219493814,0.316482655926914,-3.3369498697219,0.0008470322448345,0.0178247191199418,"ENSG00000105996","HOXA2","Downregulated"
"ENSG00000106013.15",28.410855216555,1.07858910247599,0.249064050297906,4.32810530475862,1.50397561597763e-05,0.00126321313291567,"ENSG00000106013","ANKRD7","Upregulated"
"ENSG00000106034.18",373.995514335991,1.07998892795127,0.237720792725344,4.54358429891217,5.53056732722985e-06,0.000623436320702959,"ENSG00000106034","CPED1","Upregulated"
"ENSG00000106123.12",485.444263092188,0.756861147639392,0.246300396116491,3.07307592854581,0.00211864573718566,0.0322475088474681,"ENSG00000106123","EPHB6","Upregulated"
"ENSG00000106125.14",46.0963446745466,0.625513174285026,0.195877718255434,3.19259366681568,0.00141001205997932,0.0247681380307439,"ENSG00000106125","MINDY4","Upregulated"
"ENSG00000106128.19",22.3822505233519,0.920669038932695,0.248588441246182,3.6994160150164,0.000216096133917174,0.00726417329092652,"ENSG00000106128","GHRHR","Upregulated"
"ENSG00000106327.13",321.373904820361,-0.702986108937294,0.244257186558022,-2.87831246426707,0.00399808916108092,0.0475347753747071,"ENSG00000106327","TFR2","Downregulated"
"ENSG00000106333.13",3887.6796388115,1.1286657560098,0.305027718818449,3.70447618682358,0.000211828005377219,0.00714395747396748,"ENSG00000106333","PCOLCE","Upregulated"
"ENSG00000106366.9",12262.0927534889,1.14007690055479,0.290965096316798,3.92114105653003,8.81306522737771e-05,0.00411273314960871,"ENSG00000106366","SERPINE1","Upregulated"
"ENSG00000106415.13",1324.2597455837,-0.825061131941744,0.184640408180901,-4.46845433045215,7.87868287799365e-06,0.000795428640056026,"ENSG00000106415","GLCCI1","Downregulated"
"ENSG00000106460.19",5572.0855014017,0.43651650130327,0.150981582767007,2.89119179302356,0.00383783826098992,0.0461232786596324,"ENSG00000106460","TMEM106B","Upregulated"
"ENSG00000106462.11",1495.89443791991,-0.751631319852482,0.163399781470171,-4.59994027326641,4.22612093136601e-06,0.000534684540620295,"ENSG00000106462","EZH2","Downregulated"
"ENSG00000106536.21",17.3005101123092,0.948950140823517,0.267734086110788,3.37260686393571,0.000744601854640177,0.0164168283907248,"ENSG00000106536","POU6F2","Upregulated"
"ENSG00000106538.10",2892.75408482015,0.856151116900002,0.28399411385372,3.01565397349036,0.00256425708286454,0.03586252268176,"ENSG00000106538","RARRES2","Upregulated"
"ENSG00000106617.15",1037.34067331953,0.444942063966305,0.149979239302372,2.96670226283391,0.00301012297970642,0.0397439619315267,"ENSG00000106617","PRKAG2","Upregulated"
"ENSG00000106733.21",569.231330715259,0.537570658165027,0.186875429097161,2.87665786627879,0.00401911101144935,0.0476437112096878,"ENSG00000106733","NMRK1","Upregulated"
"ENSG00000106771.13",3080.11158528115,0.30635168958556,0.106620454738672,2.87328382448258,0.00406228982999279,0.0479180804690535,"ENSG00000106771","TMEM245","Upregulated"
"ENSG00000106799.13",3408.86462629084,0.461277788137148,0.13743215477427,3.35640298902419,0.00078963417804539,0.0170034244848874,"ENSG00000106799","TGFBR1","Upregulated"
"ENSG00000106823.12",1345.81049205532,0.75061590923137,0.197118503416502,3.80794529793338,0.000140126259250407,0.00549958885291029,"ENSG00000106823","ECM2","Upregulated"
"ENSG00000107018.8",5.6200920210918,0.89991198203652,0.249840046724058,3.59701145221162,0.000321894316441366,0.00935467504942422,"ENSG00000107018","RLN1","Upregulated"
"ENSG00000107099.16",963.790883114619,0.489736245289594,0.168688757570808,2.90320132407495,0.00369369106123729,0.0452728568504115,"ENSG00000107099","DOCK8","Upregulated"
"ENSG00000107165.13",8.13730137277859,1.19148794790015,0.304658911197138,3.89847059006842,9.68021549360582e-05,0.00435791379953654,"ENSG00000107165","TYRP1","Upregulated"
"ENSG00000107186.17",2149.46492027424,0.459148767991521,0.137835264879849,3.33111783610555,0.000864979786570288,0.0180660831934782,"ENSG00000107186","MPDZ","Upregulated"
"ENSG00000107485.18",52.2210319105849,1.02154531485827,0.314282877235446,3.25288554392661,0.00114239502250597,0.0216467334468169,"ENSG00000107485","GATA3","Upregulated"
"ENSG00000107537.14",1084.08190227866,0.506843454585064,0.161934538881555,3.12992656737182,0.00174850005923946,0.0285097428294218,"ENSG00000107537","PHYH","Upregulated"
"ENSG00000107821.15",166.849208892183,1.14508157425501,0.278086692568408,4.11876092594077,3.80915087272984e-05,0.00235986340741331,"ENSG00000107821","KAZALD1","Upregulated"
"ENSG00000107864.15",170.890997045793,0.455025457067812,0.154575375054485,2.94371090931494,0.00324302770586599,0.0417963902096951,"ENSG00000107864","CPEB3","Upregulated"
"ENSG00000107874.11",2727.85980456641,-0.293623070874256,0.0993940330615428,-2.95413866057747,0.00313543092339837,0.0409349872029326,"ENSG00000107874","CUEDC2","Downregulated"
"ENSG00000107968.10",437.400260452727,0.769719394863417,0.236210078831842,3.25887884686353,0.00111853423243735,0.0213625789551809,"ENSG00000107968","MAP3K8","Upregulated"
"ENSG00000108106.14",2840.85418726689,-0.990447262208384,0.178481940157201,-5.54932871473728,2.86768549348843e-08,2.04386310418195e-05,"ENSG00000108106","UBE2S","Downregulated"
"ENSG00000108176.15",258.720555940264,0.553428685220022,0.142242704895929,3.89073075085335,9.99427836671578e-05,0.0044311430550807,"ENSG00000108176","DNAJC12","Upregulated"
"ENSG00000108187.16",233.201515999242,0.450416444266405,0.118411153191327,3.80383769840466,0.000142471544790616,0.00556251207102423,"ENSG00000108187","PBLD","Upregulated"
"ENSG00000108231.14",616.775418359356,1.01557948108721,0.232856755512583,4.36157513026589,1.29129439501143e-05,0.00112556576844237,"ENSG00000108231","LGI1","Upregulated"
"ENSG00000108370.17",440.100956269201,0.748110705437954,0.2425532264153,3.0844465562504,0.00203931245650235,0.0313905462054533,"ENSG00000108370","RGS9","Upregulated"
"ENSG00000108375.13",15.6596284950604,1.3717564794629,0.290354598269949,4.720248973904,2.35556143423604e-06,0.000353157548027839,"ENSG00000108375","RNF43","Upregulated"
"ENSG00000108511.10",20.9439139902019,1.16409715041991,0.325770283940981,3.57649355636046,0.000348233896251677,0.00985074847085522,"ENSG00000108511","HOXB6","Upregulated"
"ENSG00000108684.15",47.5860459029455,1.22820749612697,0.309553374885887,3.97119441736772,7.15131881287739e-05,0.00361763184412851,"ENSG00000108684","ASIC2","Upregulated"
"ENSG00000108821.14",31536.6017872752,1.19270494970749,0.337759348981285,3.54775050346486,0.000388536080381407,0.0106978513239707,"ENSG00000108821","COL1A1","Upregulated"
"ENSG00000108946.15",8407.7774074337,0.249841534599863,0.0827762457485541,3.01827401069419,0.00254218929689807,0.0356536698164119,"ENSG00000108946","PRKAR1A","Upregulated"
"ENSG00000108950.12",746.949723357912,0.941188328231803,0.272773489496962,3.45141759040735,0.000557650026078975,0.013484787122563,"ENSG00000108950","FAM20A","Upregulated"
"ENSG00000109084.14",1447.72026293133,-0.390974353395969,0.125903436540648,-3.10535646388978,0.00190049835836731,0.0301355778836405,"ENSG00000109084","TMEM97","Downregulated"
"ENSG00000109321.11",70.3691366169864,2.08967080994353,0.311176568288969,3.03178400805057,0.00243113096072839,0.034897495934186,"ENSG00000109321","AREG","Upregulated"
"ENSG00000109466.14",1151.18937877042,0.494622194745813,0.113303927939403,4.36542545736908,1.26875564714757e-05,0.00112223121179115,"ENSG00000109466","KLHL2","Upregulated"
"ENSG00000109667.12",177.483660612817,0.462111666708342,0.158316462936098,2.91896529670759,0.00351195318299945,0.0439259341148472,"ENSG00000109667","SLC2A9","Upregulated"
"ENSG00000109674.4",199.704559755466,-0.810506722309393,0.188902686217453,-4.29080657517948,1.78025328355952e-05,0.00140846687882671,"ENSG00000109674","NEIL3","Downregulated"
"ENSG00000109685.19",4088.93260214973,-0.497678971460738,0.146234476840326,-3.40328963779609,0.000665796605865572,0.0152158778763809,"ENSG00000109685","NSD2","Downregulated"
"ENSG00000109805.10",703.507271222392,-0.700271861870869,0.185729342644762,-3.77035054730947,0.000163018403807629,0.00600521892733173,"ENSG00000109805","NCAPG","Downregulated"
"ENSG00000109854.14",694.173421237738,0.753878194990137,0.238633424241547,3.15937968173377,0.00158105367618124,0.0266486197191088,"ENSG00000109854","HTATIP2","Upregulated"
"ENSG00000109944.11",298.966719810597,0.684151421832731,0.228567694603217,2.99315383566065,0.00276110535700104,0.0376326109680347,"ENSG00000109944","JHY","Upregulated"
"ENSG00000110002.16",1866.2767051235,0.482902625227225,0.15932012565355,3.03099596388369,0.0024374850613608,0.0349035289230676,"ENSG00000110002","VWA5A","Upregulated"
"ENSG00000110315.7",3805.50557304794,0.358930321347629,0.109204401334199,3.2867729804803,0.00101342496940062,0.0200391553641434,"ENSG00000110315","RNF141","Upregulated"
"ENSG00000110422.12",2410.96316564928,0.402008690479768,0.106948941329288,3.75888199137662,0.000170674309297519,0.00618823357229276,"ENSG00000110422","HIPK3","Upregulated"
"ENSG00000110723.12",122.955872824865,1.05424645618819,0.268200126953697,3.93081625427915,8.46579549471362e-05,0.00400389397332788,"ENSG00000110723","EXPH5","Upregulated"
"ENSG00000110756.18",1261.69243509965,0.395895247415122,0.096215885379697,4.11465599070589,3.87757264001593e-05,0.00238811407929471,"ENSG00000110756","HPS5","Upregulated"
"ENSG00000110777.12",17.5113782026657,1.09129996647137,0.264605461530835,4.12114977089736,3.76986237327098e-05,0.00235008988071789,"ENSG00000110777","POU2AF1","Upregulated"
"ENSG00000110887.8",31.816487342378,1.08775182896567,0.355733309637553,3.0903097901468,0.00199947827139172,0.0310805370490827,"ENSG00000110887","DAO","Upregulated"
"ENSG00000110911.16",3505.08265407567,0.301911854226881,0.0897578362907246,3.36362416714567,0.000769262231711593,0.01675990815891,"ENSG00000110911","SLC11A2","Upregulated"
"ENSG00000110987.9",977.356223594803,-0.667489304161502,0.18420154551237,-3.6236537036551,0.000290470455493781,0.00883342455170489,"ENSG00000110987","BCL7A","Downregulated"
"ENSG00000111057.11",80.0373737375447,1.64957130688262,0.274631470130333,3.10612027130407,0.00189559598653509,0.0301010034634426,"ENSG00000111057","KRT18","Upregulated"
"ENSG00000111145.8",2144.84457434246,0.41975300671027,0.140772782565162,2.98177126725449,0.00286586028026637,0.0385521850622643,"ENSG00000111145","ELK3","Upregulated"
"ENSG00000111206.13",1860.38054387503,-0.759170923366378,0.199948199103509,-3.79692012673819,0.000146504968547201,0.00566909965537754,"ENSG00000111206","FOXM1","Downregulated"
"ENSG00000111269.3",2727.17642730631,0.497249835822852,0.137293131781255,3.6218156283148,0.000292542594513236,0.00886945368703679,"ENSG00000111269","CREBL2","Upregulated"
"ENSG00000111275.13",3542.22568637203,0.434240636031318,0.131592084323267,3.29990141139067,0.000967187991376834,0.019468294839871,"ENSG00000111275","ALDH2","Upregulated"
"ENSG00000111405.9",52.2573914521296,0.715362146123227,0.236807727365904,3.02086248913282,0.00252055802128817,0.0354997333341127,"ENSG00000111405","ENDOU","Upregulated"
"ENSG00000111424.12",176.564811941997,1.15533476901642,0.297495020808934,3.88661190936813,0.000101653074583644,0.00446930709881316,"ENSG00000111424","VDR","Upregulated"
"ENSG00000111432.4",41.233419602025,0.637063336201845,0.21657248041374,2.94312193684232,0.00324920412135399,0.0417963902096951,"ENSG00000111432","FZD10","Upregulated"
"ENSG00000111602.12",1790.54527619347,-0.497468276315978,0.152411064124181,-3.26400705755894,0.00109848429111799,0.0211412397106373,"ENSG00000111602","TIMELESS","Downregulated"
"ENSG00000111665.12",488.925758485412,-0.602206865813522,0.140537710035171,-4.2849875264993,1.8274944117917e-05,0.00142889218861736,"ENSG00000111665","CDCA3","Downregulated"
"ENSG00000111671.10",445.055299679996,0.41003433428532,0.143589904969394,2.85560180680632,0.00429553488411314,0.0493681922192919,"ENSG00000111671","SPSB2","Upregulated"
"ENSG00000111786.9",2465.87127784865,-0.27673297756709,0.0700834633349688,-3.94862052151745,7.8602839838837e-05,0.00383583735898875,"ENSG00000111786","SRSF9","Downregulated"
"ENSG00000111788.10",125.73751259278,-0.718724025813221,0.21778041552687,-3.2998372838446,0.000967409014887703,0.019468294839871,"ENSG00000111788","Unknown","Downregulated"
"ENSG00000111817.19",1133.34195225702,0.725707071813007,0.183888647239865,3.94648009946276,7.93085102534053e-05,0.00383583735898875,"ENSG00000111817","DSE","Upregulated"
"ENSG00000111834.13",219.25951517484,1.71224722693672,0.280595169825217,6.10725460231329,1.01359482806491e-09,1.6884800510848e-06,"ENSG00000111834","RSPH4A","Upregulated"
"ENSG00000111837.12",73.8738817997132,1.23685751836072,0.245219116211153,5.04148979016959,4.61921505203672e-07,0.000123667110120822,"ENSG00000111837","MAK","Upregulated"
"ENSG00000111885.7",899.343053996719,0.818581339824149,0.219319148534838,3.73248521034721,0.000189599832410728,0.00662605008722107,"ENSG00000111885","MAN1A1","Upregulated"
"ENSG00000111912.20",825.312233272935,0.379217467158053,0.131297190901022,2.88825037869692,0.00387391373082034,0.0464080316494798,"ENSG00000111912","NCOA7","Upregulated"
"ENSG00000112029.10",693.180599414977,-0.491724421598281,0.144178269525096,-3.41052190686943,0.000648386751292295,0.0149585110708436,"ENSG00000112029","FBXO5","Downregulated"
"ENSG00000112039.5",461.99687087982,-0.518768276430292,0.109799637588598,-4.72468367685535,2.30473822124822e-06,0.00035079987596004,"ENSG00000112039","FANCE","Downregulated"
"ENSG00000112118.20",3713.88302402841,-0.365029019631201,0.12730504355097,-2.86736282327839,0.00413908195266369,0.0483107716429042,"ENSG00000112118","MCM3","Downregulated"
"ENSG00000112280.17",285.612642549882,-0.825410896954189,0.281048868950632,-2.93751410618435,0.00330855119797741,0.04230571755708,"ENSG00000112280","COL9A1","Downregulated"
"ENSG00000112297.18",468.501660716292,0.841721812545613,0.259923309855945,3.23879037238717,0.00120037763198374,0.0223978365246002,"ENSG00000112297","CRYBG1","Upregulated"
"ENSG00000112419.14",403.767944313921,0.773796394972601,0.16524150585644,4.68281248485912,2.82965347693178e-06,0.000390280126514073,"ENSG00000112419","PHACTR2","Upregulated"
"ENSG00000112530.11",462.408290234284,0.923760174140141,0.223791975500507,4.12784600833617,3.66177192093529e-05,0.00230668552624463,"ENSG00000112530","PACRG","Upregulated"
"ENSG00000112539.15",111.918170723197,0.865312100477846,0.252205298646531,3.43045499956431,0.0006025699105651,0.0141735198127619,"ENSG00000112539","C6orf118","Upregulated"
"ENSG00000112559.15",2185.35043452797,-0.829519829303139,0.250484643886099,-3.31199226208821,0.000926341080857811,0.0189083303672713,"ENSG00000112559","MDFI","Downregulated"
"ENSG00000112578.10",953.804525521016,-0.360886560304946,0.107774163178894,-3.34854121823189,0.000812381958195025,0.0173252297414494,"ENSG00000112578","BYSL","Downregulated"
"ENSG00000112679.14",1436.32036109881,0.29356934764955,0.0777884315709407,3.77393785743309,0.000160690803722263,0.00595588844204211,"ENSG00000112679","DUSP22","Upregulated"
"ENSG00000112715.25",20195.2740727995,-0.862942668760481,0.257549063630644,-3.35107636526172,0.000804981004806929,0.0172532919436281,"ENSG00000112715","VEGFA","Downregulated"
"ENSG00000112742.10",495.369997048468,-0.712892980565126,0.203835943103759,-3.49745755999771,0.000469715442315136,0.0120381526223315,"ENSG00000112742","TTK","Downregulated"
"ENSG00000112812.16",18.9889277490568,1.51927217661589,0.32503918206037,4.68472862033345,2.80331108511646e-06,0.000390280126514073,"ENSG00000112812","PRSS16","Upregulated"
"ENSG00000112877.8",184.574586000281,-0.461956107327599,0.128432462895249,-3.59670486820986,0.000322273781092387,0.00935467504942422,"ENSG00000112877","CEP72","Downregulated"
"ENSG00000112893.9",1589.09128961049,0.53745152468271,0.141924640497482,3.7868711296952,0.000152556169892493,0.00579540061369824,"ENSG00000112893","MAN2A1","Upregulated"
"ENSG00000112981.5",437.952159516999,0.985098228256292,0.217812428849611,4.52269442083426,6.10573588688133e-06,0.000678075890993099,"ENSG00000112981","NME5","Upregulated"
"ENSG00000112984.12",787.452731573922,-0.612533414322269,0.18505370187824,-3.31004674253,0.000932803925007069,0.0190143614489034,"ENSG00000112984","KIF20A","Downregulated"
"ENSG00000113083.15",2049.13113631394,0.798566776892333,0.276797194489507,2.8856743504849,0.0039057605932744,0.0466962645093034,"ENSG00000113083","LOX","Upregulated"
"ENSG00000113140.11",167646.168643617,0.465962340583181,0.150581221421519,3.09442699839124,0.00197193456257446,0.0308036545853396,"ENSG00000113140","SPARC","Upregulated"
"ENSG00000113163.18",1511.23972937912,0.246335292622977,0.0812432839205307,3.03205807807707,0.00242892465453336,0.034897495934186,"ENSG00000113163","CERT1","Upregulated"
"ENSG00000113368.12",2236.38188671862,-0.70219740090113,0.191690881179886,-3.66320802663826,0.000249076094501914,0.00793681901555779,"ENSG00000113368","LMNB1","Downregulated"
"ENSG00000113396.13",72.5033490489716,1.02540212324471,0.302714806907525,3.38962570999972,0.000699881110576413,0.015731585532709,"ENSG00000113396","SLC27A6","Upregulated"
"ENSG00000113441.16",1441.59272959716,0.353103409615983,0.0983151378335433,3.59153374946616,0.000328737594525014,0.00944175935999287,"ENSG00000113441","LNPEP","Upregulated"
"ENSG00000113578.18",7442.69939583207,0.8727139101993,0.188431370417974,4.63152482902281,3.62982457577958e-06,0.0004712648582499,"ENSG00000113578","FGF1","Upregulated"
"ENSG00000113648.16",6266.96103202567,-0.29693090563951,0.0796241401064617,-3.72915851577884,0.00019212027164465,0.0066902084219857,"ENSG00000113648","MACROH2A1","Downregulated"
"ENSG00000113739.10",839.062460859793,-0.844453699254154,0.273392617611025,-3.0894216104979,0.00200546621431784,0.0311110206756094,"ENSG00000113739","STC2","Downregulated"
"ENSG00000113749.7",346.930659870821,0.831054462064697,0.239646208833541,3.46813702287792,0.000524079991103553,0.0129282114324356,"ENSG00000113749","HRH2","Upregulated"
"ENSG00000113758.13",6938.61506399516,-0.436998425853273,0.142919717650253,-3.05764902186211,0.00223080690159351,0.0331482474511314,"ENSG00000113758","DBN1","Downregulated"
"ENSG00000113761.12",828.625962537908,-0.216981295158843,0.0636219563896055,-3.41046317605144,0.000648526409608026,0.0149585110708436,"ENSG00000113761","ZNF346","Downregulated"
"ENSG00000113838.13",792.698247063195,-0.27834965267587,0.0945140044111249,-2.94506544010364,0.00322886363179261,0.0416957260978904,"ENSG00000113838","TBCCD1","Downregulated"
"ENSG00000114346.14",1359.67282952287,-0.497392800325655,0.154424145284217,-3.22096779399023,0.00127758504019165,0.0232594944931066,"ENSG00000114346","ECT2","Downregulated"
"ENSG00000114491.14",1325.75809217068,-0.2231994582097,0.0777496721324645,-2.8707494496465,0.00409499957605079,0.0480957940806435,"ENSG00000114491","UMPS","Downregulated"
"ENSG00000114631.11",3193.85743425978,-0.8037049724046,0.208432725156574,-3.85602730666364,0.000115244620121487,0.00487909652054068,"ENSG00000114631","PODXL2","Downregulated"
"ENSG00000114656.12",71.5827109172999,0.601378708073109,0.20675215278054,2.90817728107735,0.00363542183174909,0.0448478335313359,"ENSG00000114656","CFAP92","Upregulated"
"ENSG00000114698.15",1869.21540995867,0.570994078294794,0.19370939004582,2.94769574330102,0.00320151993688562,0.0415034912700024,"ENSG00000114698","PLSCR4","Upregulated"
"ENSG00000114767.7",1355.13971701691,-0.377948946951207,0.123261392928387,-3.06624151446016,0.00216768144332438,0.0326294819669084,"ENSG00000114767","RRP9","Downregulated"
"ENSG00000114805.18",222.784814053196,0.703231199010399,0.232141738461214,3.02926478679233,0.00245149716468123,0.0349768068662107,"ENSG00000114805","PLCH1","Upregulated"
"ENSG00000114861.23",508.269063035304,0.541134111649921,0.151924381144894,3.56182654668809,0.000368283675392116,0.0102865949823343,"ENSG00000114861","FOXP1","Upregulated"
"ENSG00000114978.18",4738.42696314243,0.348934888752417,0.108980417081465,3.20181122850815,0.00136566460279348,0.0243023460621736,"ENSG00000114978","MOB1A","Upregulated"
"ENSG00000114993.17",3239.471359765,-0.463969665276472,0.158535841227697,-2.92659309805235,0.00342696920555571,0.0433392331501058,"ENSG00000114993","RTKN","Downregulated"
"ENSG00000115009.13",118.806367933262,0.743284948163631,0.325793993514651,3.81347516173567,0.000137026302645309,0.00542049298788862,"ENSG00000115009","CCL20","Upregulated"
