"","population","fc","mean.p","mean.np","pval","p.adj","gene"
"ABL2","PRNP_negative_cells",0.382078557355728,2.23682507581631,1.85474651846058,0.0727682100670116,1,"ABL2"
"ABLIM1","PRNP_negative_cells",0.130960602935376,3.02812377586721,2.89716317293183,3.19211786491522e-10,4.17465174373612e-06,"ABLIM1"
"ABLIM2","PRNP_negative_cells",0.029582556388384,1.61797180106344,1.58838924467505,0.018562140616562,1,"ABLIM2"
"ABR","PRNP_positive_cells",0.17647142822296,3.47774256453258,3.30127113630962,7.30634553903886e-10,9.55523869595503e-06,"ABR"
"ABRACL","PRNP_negative_cells",0.607729420514489,5.15252239920012,4.54479297868563,0.177650089610149,1,"ABRACL"
"ABT1","PRNP_negative_cells",0.324476288734505,4.46120092670229,4.13672463796778,3.59139407008478e-05,0.469682516485687,"ABT1"
"ABTB1","PRNP_negative_cells",0.0303629633670006,2.28145290659792,2.25108994323092,0.00133924317439323,1,"ABTB1"
"ABTB2","PRNP_positive_cells",0.111833879221229,1.45307810504925,1.34124422582802,2.30220358617147e-06,0.0301082184999505,"ABTB2"
"ACAA1","PRNP_positive_cells",0.121763800420572,5.96658427510614,5.84482047468557,1.04691534627815e-13,1.36915588986256e-09,"ACAA1"
"ACAA2","PRNP_negative_cells",0.139049123245247,5.33723988373952,5.19819076049427,0.0226849297347215,1,"ACAA2"
"ACACA","PRNP_negative_cells",0.162560197443431,3.37698236595904,3.21442216851561,0.0137004088268579,1,"ACACA"
"ACACB","PRNP_positive_cells",0.105057967357288,0.891441401380944,0.786383434023656,5.25043427925087e-06,0.0686651795040429,"ACACB"
"ACAD10","PRNP_negative_cells",0.226577193202291,3.32195962155111,3.09538242834882,0.00021106098061728,1,"ACAD10"
"ACAD11","PRNP_negative_cells",0.184453089612034,3.9675202614432,3.78306717183117,9.65915187819665e-09,0.000126322388263056,"ACAD11"
"ACAD8","PRNP_positive_cells",0.00380804871059048,5.17071052916919,5.1669024804586,4.23361230697835e-11,5.53671817506629e-07,"ACAD8"
"ACAD9","PRNP_positive_cells",0.0253970464333446,3.7385835570307,3.71318651059735,7.69824332675836e-09,0.000100677626227346,"ACAD9"
"ACADM","PRNP_negative_cells",0.145927337287009,5.7004781511729,5.55455081388589,1.83219850034456e-07,0.00239614919875061,"ACADM"
"ACADS","PRNP_negative_cells",0.0666651260643722,2.46456411330984,2.39789898724547,0.00138975197615618,1,"ACADS"
"ACADSB","PRNP_positive_cells",0.00201091541158727,2.18156597004847,2.17955505463688,0.0776832981001942,1,"ACADSB"
"ACADVL","PRNP_positive_cells",0.0947766060795123,5.83595301541694,5.74117640933742,3.27742154381532e-16,4.28621189500168e-12,"ACADVL"
"ACAP2","PRNP_negative_cells",0.00306130625788148,2.75752853148633,2.75446722522845,0.000694938846470465,1,"ACAP2"
"ACAP3","PRNP_negative_cells",0.326007030875477,2.93128775280161,2.60528072192613,0.709891511726176,1,"ACAP3"
"ACAT1","PRNP_negative_cells",0.0370196484745939,5.93418826200271,5.89716861352812,2.05257524150305e-11,2.68435790083769e-07,"ACAT1"
"ACAT2","PRNP_positive_cells",0.0547097008735777,6.56133552003808,6.5066258191645,1.11553650250848e-05,0.145889863798059,"ACAT2"
"ACBD3","PRNP_positive_cells",0.412743657514359,2.79895619607962,2.38621253856527,2.18385036631851e-15,2.85603950907135e-11,"ACBD3"
"ACBD4","PRNP_positive_cells",0.301892576933608,1.77095098422944,1.46905840729583,0.0632455314645422,1,"ACBD4"
"ACBD5","PRNP_positive_cells",0.13742010533707,4.21478057509456,4.07736046975749,5.69860898861772e-13,7.45264083531426e-09,"ACBD5"
"ACBD6","PRNP_negative_cells",0.270106255353583,5.93255997099845,5.66245371564487,0.0381223621800645,1,"ACBD6"
"ACBD7","PRNP_negative_cells",0.237623004576762,2.21952970772729,1.98190670315053,2.36994292169447e-11,3.09941135299202e-07,"ACBD7"
"ACCS","PRNP_negative_cells",0.79380799633402,1.79440394754099,1.00059595120697,0.0523370325869142,1,"ACCS"
"ACD","PRNP_negative_cells",0.082382622447609,3.77994173782359,3.69755911537598,3.18078531556877e-07,0.00415983103570084,"ACD"
"ACER3","PRNP_positive_cells",0.0959186671464027,3.61082442147671,3.51490575433031,2.0442271094684e-10,2.67344021376277e-06,"ACER3"
"ACHE","PRNP_positive_cells",0.229527900968019,3.69733695470926,3.46780905374124,7.23712968814298e-11,9.46471820615339e-07,"ACHE"
"ACIN1","PRNP_negative_cells",0.419145620662358,3.8341977223515,3.41505210168914,0.151837185383535,1,"ACIN1"
"ACLY","PRNP_negative_cells",0.00723905576916906,6.13478646259797,6.1275474068288,3.13269454533989e-11,4.09693792639551e-07,"ACLY"
"ACN9","PRNP_negative_cells",0.0333350861889556,3.98646934734694,3.95313426115799,5.4906314017613e-08,0.000718064774722342,"ACN9"
"ACO1","PRNP_negative_cells",0.149584428431317,3.85166053472785,3.70207610629654,1.28810816432992e-06,0.0168458785731067,"ACO1"
"ACO2","PRNP_positive_cells",0.103783278887679,5.58444570075767,5.48066242186999,6.23567338833692e-09,8.15501365726702e-05,"ACO2"
"ACOT1","PRNP_positive_cells",0.630135313835915,2.13290909870745,1.50277378487153,2.52998044435579e-09,3.3087084251285e-05,"ACOT1"
"ACOT13","PRNP_negative_cells",0.34018257999487,3.75032926985048,3.41014668985561,8.07001919301156e-08,0.00105539711006205,"ACOT13"
"ACOT2","PRNP_positive_cells",0.244372081710678,4.06283693984722,3.81846485813654,8.20685351300563e-18,1.07329230243088e-13,"ACOT2"
"ACOT7","PRNP_negative_cells",0.441212689963549,5.83681239253712,5.39559970257357,0.762387418970361,1,"ACOT7"
"ACOT8","PRNP_negative_cells",0.0113152668554548,4.73006408747117,4.71874882061572,7.03402324453461e-07,0.00919909559920236,"ACOT8"
"ACOT9","PRNP_positive_cells",0.738653284314996,4.69183531224768,3.95318202793268,2.03123245861197e-13,2.65644580937274e-09,"ACOT9"
"ACOX1","PRNP_negative_cells",0.0394251790066957,3.25250815827505,3.21308297926835,0.00326164611521707,1,"ACOX1"
"ACOX2","PRNP_positive_cells",0.147236397064204,2.22028263075974,2.07304623369554,5.48206383667434e-05,0.71694430856027,"ACOX2"
"ACOX3","PRNP_negative_cells",0.210569928691888,3.36894857085409,3.1583786421622,0.000111355422956915,1,"ACOX3"
"ACP1","PRNP_negative_cells",0.0142877024766381,7.18404854950486,7.16976084702823,1.35798867753743e-05,0.177597759248345,"ACP1"
"ACP2","PRNP_negative_cells",0.314981046727143,4.96151667431523,4.64653562758809,8.05510957572716e-05,1,"ACP2"
"ACP6","PRNP_negative_cells",0.254704959505051,3.13713817051901,2.88243321101396,1.11288245108344e-08,0.000145542766952692,"ACP6"
"ACPL2","PRNP_positive_cells",0.0800780542857424,4.34211003978604,4.2620319855003,2.17669096015537e-08,0.000284667643769119,"ACPL2"
"ACSBG1","PRNP_positive_cells",0.589602638539199,4.13004494700466,3.54044230846546,4.00145836325971e-22,5.23310724747105e-18,"ACSBG1"
"ACSF3","PRNP_negative_cells",0.325838053205508,3.04567855903981,2.71984050583431,5.82211944812915e-05,0.761416781426331,"ACSF3"
"ACSL1","PRNP_positive_cells",0.0967855309231251,3.02402021544532,2.92723468452219,0.00225949711374963,1,"ACSL1"
"ACSL3","PRNP_positive_cells",0.329073597089701,6.374100025617,6.0450264285273,5.54430552476547e-17,7.25084276528829e-13,"ACSL3"
"ACSL4","PRNP_positive_cells",0.0460596141273513,2.69314460850969,2.64708499438234,6.95484275846012e-05,0.909554335951415,"ACSL4"
"ACSL6","PRNP_positive_cells",0.0777897151748441,1.55795757955059,1.48016786437574,0.0520289879347347,1,"ACSL6"
"ACSS1","PRNP_negative_cells",0.322486719952255,2.57909493368784,2.25660821373559,8.63025570028443e-05,1,"ACSS1"
"ACSS2","PRNP_positive_cells",0.449851941212219,3.49481204021337,3.04496009900115,2.2867254924648e-11,2.99057959904546e-07,"ACSS2"
"ACSS3","PRNP_positive_cells",0.674034262252386,4.11890994070668,3.44487567845429,1.79112756797387e-19,2.34243663339623e-15,"ACSS3"
"ACTB","PRNP_negative_cells",0.00961522363918021,13.5191675053056,13.5095522816664,0.000328278029224072,1,"ACTB"
"ACTG1","PRNP_negative_cells",0.0361750230760478,12.3128505729525,12.2766755498764,0.145361157375625,1,"ACTG1"
"ACTL6A","PRNP_negative_cells",0.269529779180939,6.65277918737166,6.38324940819073,0.03606372650298,1,"ACTL6A"
"ACTL6B","PRNP_negative_cells",0.465823019933043,4.2205923759672,3.75476935603416,0.107752399290914,1,"ACTL6B"
"ACTN1","PRNP_positive_cells",0.844141872709962,4.4300286691371,3.58588679642714,8.61617061513587e-23,1.12682279304747e-18,"ACTN1"
"ACTN2","PRNP_negative_cells",0.514444302837315,3.42667725666289,2.91223295382558,0.000555926000368952,1,"ACTN2"
"ACTN4","PRNP_positive_cells",0.682517880604343,4.97458469836413,4.29206681775978,2.71423156137657e-34,3.54967203596827e-30,"ACTN4"
"ACTR10","PRNP_positive_cells",0.148736475468854,6.04845989263417,5.89972341716532,9.42318172367295e-17,1.23236370582195e-12,"ACTR10"
"ACTR1A","PRNP_negative_cells",0.422721937758518,5.73520517177021,5.31248323401169,0.251387008207066,1,"ACTR1A"
"ACTR1B","PRNP_positive_cells",0.0214292358312589,3.87850792723456,3.8570786914033,2.19802740938578e-06,0.0287458024599472,"ACTR1B"
"ACTR2","PRNP_negative_cells",0.209691486250223,5.09578419547974,4.88609270922951,1.6720622842801e-05,0.218672305538152,"ACTR2"
"ACTR3","PRNP_positive_cells",0.0983782990832109,7.07601911616405,6.97764081708084,9.29753851629494e-09,0.000121593208716105,"ACTR3"
"ACTR3B","PRNP_negative_cells",0.330960022582757,3.55818931518556,3.2272292926028,0.0204078143229962,1,"ACTR3B"
"ACTR5","PRNP_negative_cells",0.245567987938169,3.27611612089173,3.03054813295356,0.00024212236467595,1,"ACTR5"
"ACTR6","PRNP_negative_cells",0.28031024174753,5.91847314068777,5.63816289894024,0.00167012050093763,1,"ACTR6"
"ACTR8","PRNP_negative_cells",0.187446833960303,4.1009983635238,3.91355152956349,1.26324307458919e-05,0.165206929294775,"ACTR8"
"ACVR1B","PRNP_negative_cells",0.168032107570404,1.56535340239138,1.39732129482097,0.0399414222274356,1,"ACVR1B"
"ACVR2A","PRNP_negative_cells",0.613722379907,4.12404203283186,3.51031965292486,0.0817954055867906,1,"ACVR2A"
"ACVR2B","PRNP_negative_cells",0.349103297488699,1.7045817632356,1.35547846574691,0.788720373647028,1,"ACVR2B"
"ACVR2B-AS1","PRNP_positive_cells",0.103479342500081,0.526271352881222,0.422792010381141,0.295912902009438,1,"ACVR2B-AS1"
"ACY1","PRNP_positive_cells",0.512062744551875,3.24115332703835,2.72909058248647,2.63462120079999e-10,3.44555760640623e-06,"ACY1"
"ACYP1","PRNP_negative_cells",0.257100900818224,4.78497430932875,4.52787340851053,0.00607906624790063,1,"ACYP1"
"ACYP2","PRNP_negative_cells",0.229190256052481,5.02998662068415,4.80079636463167,6.84956314221508e-14,8.95785867738888e-10,"ACYP2"
"ADA","PRNP_negative_cells",0.178197373207522,3.70380640766364,3.52560903445612,0.00846076177046766,1,"ADA"
"ADAL","PRNP_negative_cells",0.129651341945037,3.01232317526918,2.88267183332415,0.00257456754958265,1,"ADAL"
"ADAM10","PRNP_negative_cells",0.0856964815218628,4.56215556217054,4.47645908064868,0.000170526478527278,1,"ADAM10"
"ADAM12","PRNP_positive_cells",0.547727346215338,1.87365479213585,1.32592744592051,1.78946494606299e-15,2.34026225646118e-11,"ADAM12"
"ADAM15","PRNP_positive_cells",0.0190684715347054,3.75669530112967,3.73762682959496,2.47857227104994e-17,3.24147681607912e-13,"ADAM15"
"ADAM17","PRNP_negative_cells",0.153357067481419,4.82016884974265,4.66681178226123,3.02180929153143e-05,0.39519221914648,"ADAM17"
"ADAM19","PRNP_positive_cells",0.455585513815764,2.87830070739577,2.42271519358001,1.36988538893427e-18,1.79153611164823e-14,"ADAM19"
"ADAM1A","PRNP_negative_cells",0.246781157675788,2.45036006722958,2.20357890955379,0.00926128340586096,1,"ADAM1A"
"ADAM22","PRNP_negative_cells",0.58031851888934,3.87063216906141,3.29031365017207,0.117602835888382,1,"ADAM22"
"ADAM23","PRNP_negative_cells",0.448928326033767,2.19536453942686,1.74643621339309,0.000292772735310658,1,"ADAM23"
"ADAM33","PRNP_positive_cells",0.380777487875387,1.10462907082486,0.72385158294947,0.00308038666534522,1,"ADAM33"
"ADAM9","PRNP_positive_cells",0.683388717121026,6.201907934979,5.51851921785798,2.46783614399881e-35,3.22743610912164e-31,"ADAM9"
"ADAMTS1","PRNP_negative_cells",0.246327843758874,4.63997488455579,4.39364704079691,6.61778430693015e-11,8.65473831660325e-07,"ADAMTS1"
"ADAMTS10","PRNP_negative_cells",0.645412492767226,1.66348939391888,1.01807690115166,0.404075841031678,1,"ADAMTS10"
"ADAMTS13","PRNP_negative_cells",0.147082763576038,1.07982401298534,0.932741249409303,0.00186227208461047,1,"ADAMTS13"
"ADAMTS17","PRNP_negative_cells",0.0179047575444753,0.475914983391851,0.458010225847376,0.0640192968340816,1,"ADAMTS17"
"ADAMTS4","PRNP_positive_cells",0.206845651721441,2.89783593031701,2.69099027859557,4.16199888798019e-07,0.0054430621457005,"ADAMTS4"
"ADAMTS6","PRNP_negative_cells",0.3263509863239,1.66940898486045,1.34305799853655,0.0493316536943066,1,"ADAMTS6"
"ADAMTS7","PRNP_negative_cells",0.27326076813181,1.04056811482915,0.767307346697341,0.000694220168456555,1,"ADAMTS7"
"ADAMTS9","PRNP_positive_cells",0.0273994128808295,2.77315776653491,2.74575835365408,6.41094142621799e-19,8.38422919720789e-15,"ADAMTS9"
"ADAMTS9-AS2","PRNP_negative_cells",0.225669241476488,2.09813738299901,1.87246814152252,1.69177269669697e-07,0.00221250033274029,"ADAMTS9-AS2"
"ADAMTSL2","PRNP_negative_cells",0.0866330203134746,0.620931049438337,0.534298029124862,0.0481397810669944,1,"ADAMTSL2"
"ADAMTSL4","PRNP_negative_cells",0.06146983040939,0.72521164558616,0.66374181517677,0.000328862048870452,1,"ADAMTSL4"
"ADAR","PRNP_negative_cells",0.12089595758328,4.53680372534993,4.41590776776665,5.78039107308902e-06,0.0755959544538582,"ADAR"
"ADAT1","PRNP_negative_cells",0.262836633024479,3.65539363424206,3.39255700121758,0.1696513159459,1,"ADAT1"
"ADAT2","PRNP_positive_cells",0.0637608113459982,1.22412247979588,1.16036166844989,0.00030792987961035,1,"ADAT2"
"ADC","PRNP_positive_cells",0.167999226257291,2.04824520920851,1.88024598295122,1.56702480466209e-05,0.204935503953708,"ADC"
"ADCK1","PRNP_negative_cells",0.113901227002123,2.87145476688121,2.75755353987909,0.00047182265475229,1,"ADCK1"
"ADCK2","PRNP_positive_cells",0.251486167358459,1.49160321336805,1.24011704600959,0.00153414513415968,1,"ADCK2"
"ADCK3","PRNP_negative_cells",0.286443159597034,3.72032577190685,3.43388261230981,5.25495339404856e-06,0.068724280487367,"ADCK3"
"ADCK4","PRNP_negative_cells",0.113319868261642,3.94378524626931,3.83046537800767,3.54548047540365e-09,4.63677936573289e-05,"ADCK4"
"ADCK5","PRNP_negative_cells",0.158854727008691,2.87614424700107,2.71728951999238,0.0516676239399887,1,"ADCK5"
"ADCY1","PRNP_negative_cells",0.161417851143379,1.53983509976488,1.3784172486215,0.315408235438664,1,"ADCY1"
"ADCY10P1","PRNP_negative_cells",0.142367167917932,0.810485934479408,0.668118766561476,0.306332826164608,1,"ADCY10P1"
"ADCY2","PRNP_positive_cells",0.290602232840722,0.764631810301931,0.474029577461209,0.0482642968368729,1,"ADCY2"
"ADCY3","PRNP_positive_cells",0.0595769689369137,1.10976030948618,1.05018334054927,0.000470651748308455,1,"ADCY3"
