"","gene1","gene2","correlation","pvalue"
"49","PRNP","ABCB1",0.0074630381136858,0.805506395934405
"50","PRNP","ABCB10",-0.00115395887823443,0.969630344012666
"51","PRNP","ABCB11",0.0100587625813469,0.739986392281363
"52","PRNP","ABCB4",-0.0226812911562186,0.454214656605995
"53","PRNP","ABCB5",0.0103297931895362,0.733243594636564
"54","PRNP","ABCB6",0.0757211349138948,0.0123558008965524
"55","PRNP","ABCB7",0.137046147522955,5.54762581011385e-06
"56","PRNP","ABCB8",0.0348046516605427,0.250705335629504
"57","PRNP","ABCB9",0.054024175226166,0.0744738503307596
"58","PRNP","ABCC1",-0.00311107370083081,0.918247016819382
"59","PRNP","ABCC10",0.0878385587529235,0.00368874445998125
"60","PRNP","ABCC11",-0.0142069561338739,0.639251494073025
"61","PRNP","ABCC12",-0.0255406132041845,0.399349119781546
"62","PRNP","ABCC13",-0.0126718811591963,0.675879213217776
"63","PRNP","ABCC2",-0.00503579726610107,0.868043457085041
"64","PRNP","ABCC3",0.119595625013117,7.49590869144493e-05
"65","PRNP","ABCC4",0.0115387206496056,0.70342360521389
"66","PRNP","ABCC5",0.0601566201912059,0.0469764981881953
"67","PRNP","ABCC6",0.00506955591760136,0.867167034977362
"68","PRNP","ABCC6P1",0.0534198526317792,0.077780833653395
"69","PRNP","ABCC6P2",-0.00965298812026441,0.750118658037589
"70","PRNP","ABCC8",0.0523882197216794,0.0837013740433666
"71","PRNP","ABCC9",0.0543782602002391,0.0725901242538541
"72","PRNP","ABCD1",0.000200396715824711,0.99472476584994
"73","PRNP","ABCD2",0.106599333444353,0.000420257920109441
"74","PRNP","ABCD3",0.0798698536364561,0.00830731318152894
"75","PRNP","ABCD4",0.0992588367602383,0.00102745192974753
"76","PRNP","ABCE1",0.00502090942121024,0.868430018022518
"77","PRNP","ABCF1",0.0342727548262579,0.258024122330338
"78","PRNP","ABCF2",0.109626947792344,0.000285848829279399
"79","PRNP","ABCF3",0.0661261356025624,0.028958401901787
"80","PRNP","ABCG1",0.0316885338219237,0.295679149686638
"81","PRNP","ABCG2",-0.0072075298725998,0.812038562537981
"82","PRNP","ABCG4",0.0322879677872541,0.286633364927393
"83","PRNP","ABCG5",-0.0268726803279279,0.375210803806303
"84","PRNP","ABCG8",-0.0474739057056101,0.117076611789449
"85","PRNP","ABHD1",-0.0367544264394569,0.225119298704064
"86","PRNP","ABHD10",0.0621102638468867,0.0402524599401752
"87","PRNP","ABHD11",0.00862758376619844,0.775912140667004
"88","PRNP","ABHD11-AS1",-0.012409856524193,0.682211633395623
"89","PRNP","ABHD12",0.271644139395078,6.57100810003453e-20
"90","PRNP","ABHD12B",-0.00267034815481012,0.929796068891568
"91","PRNP","ABHD13",0.0653612243436732,0.0308708147210445
"92","PRNP","ABHD14A",0.03877003343318,0.20068637114927
"93","PRNP","ABHD14A-ACY1",-0.0175435881467652,0.562690346454753
"94","PRNP","ABHD14B",0.0555986308892765,0.0663940874850707
"95","PRNP","ABHD15",0.0716517364357057,0.0179325752131312
"96","PRNP","ABHD16A",0.142011522923567,2.48702629759459e-06
"97","PRNP","ABHD16B",-0.0261899202407885,0.387468575690219
"98","PRNP","ABHD2",0.213492913792853,1.03357111874995e-12
"99","PRNP","ABHD3",0.0436693398422747,0.149458984416955
