"","gene1","gene2","correlation","pvalue","status"
"12149","PRNP","RP11-71E19.1",0.01311661682969,0.140936569730765,"Non-significant"
"12150","PRNP","PARP2",0.0131131623015241,0.141041272316074,"Non-significant"
"12151","PRNP","AC005329.7",0.0131118394125207,0.141081383314508,"Non-significant"
"12152","PRNP","ABCB9",0.0131095207772603,0.141151707244133,"Non-significant"
"12153","PRNP","ZNF407",0.0131028520574971,0.141354118885354,"Non-significant"
"12154","PRNP","SALL2",0.0130930547078518,0.141651896382847,"Non-significant"
"12155","PRNP","DLG2",0.0130926933040789,0.141662889981724,"Non-significant"
"12156","PRNP","SP9",0.0130918652897746,0.14168807995164,"Non-significant"
"12157","PRNP","LYPD3",0.0130701149822215,0.142351003911672,"Non-significant"
"12158","PRNP","RP4-563E14.1",0.0130672906101782,0.142437261866824,"Non-significant"
"12159","PRNP","C16orf86",0.0130646959677232,0.14251653910409,"Non-significant"
"12160","PRNP","SOX10",0.0130624266714319,0.142585903409914,"Non-significant"
"12161","PRNP","AC074289.1",0.0130604221384663,0.142647196395814,"Non-significant"
"12162","PRNP","RP1-122P22.4",0.0130528323942557,0.142879452700427,"Non-significant"
"12163","PRNP","NPLOC4",0.0130518090701826,0.142910789970964,"Non-significant"
"12164","PRNP","WNT7B",0.0130495710875376,0.142979342131002,"Non-significant"
"12165","PRNP","MTMR9",0.0130402260614377,0.143265864444307,"Non-significant"
"12166","PRNP","JOSD1",0.0130298344936819,0.143584991132094,"Non-significant"
"12167","PRNP","TSFM",0.0130107329563339,0.144173024040195,"Non-significant"
"12168","PRNP","OAZ3",0.0130066695397072,0.144298352407475,"Non-significant"
"12169","PRNP","FGD1",0.0130003589127173,0.144493157221282,"Non-significant"
"12170","PRNP","HP1BP3",0.0129875714545268,0.1448885152968,"Non-significant"
"12171","PRNP","NPPC",0.0129863422617266,0.144926562655021,"Non-significant"
"12172","PRNP","TFDP2",0.0129861964335163,0.144931077001611,"Non-significant"
"12173","PRNP","RP13-131K19.7",0.012982803883449,0.145036129244031,"Non-significant"
"12174","PRNP","LRRC37B",0.012982010700928,0.145060699001826,"Non-significant"
"12175","PRNP","SP1",0.0129766524722844,0.145226759925584,"Non-significant"
"12176","PRNP","HS3ST2",0.0129764816810944,0.145232055437846,"Non-significant"
"12177","PRNP","NCALD",0.0129670232054291,0.145525553665527,"Non-significant"
"12178","PRNP","FRAT1",0.0129668115195014,0.145532127509887,"Non-significant"
"12179","PRNP","SNHG15",0.012949518950266,0.146069911408173,"Non-significant"
"12180","PRNP","RP4-591C20.9",0.0129491998309528,0.146079850013341,"Non-significant"
"12181","PRNP","ZNF286B",0.0129417377083171,0.146312396817285,"Non-significant"
"12182","PRNP","STK38L",0.0129404236457361,0.146353377085968,"Non-significant"
"12183","PRNP","RP11-489O18.1",0.0129367126391951,0.14646915570659,"Non-significant"
"12184","PRNP","SEPT1",0.0129365201510733,0.146475162998676,"Non-significant"
"12185","PRNP","TGFA",0.0129359465297657,0.146493066056048,"Non-significant"
